,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
0,2,0,0,0,Start of 1st Period (7:43 PM EST),period,start,0.0,,False,,0
1,4,1610612748,0,0,Jump Ball Adebayo vs. Carter Jr.: Tip to Butler,Jump Ball,,0.0,h,True,MIA,1
2,7,1610612748,0,0,MISS Rozier 2' Driving Layup,Missed Shot,Driving Layup Shot,210.0,h,False,MIA,1
3,9,1610612753,0,0,Banchero REBOUND (Off:0 Def:1),Rebound,Unknown,240.0,v,True,ORL,2
4,10,1610612753,0,0,MISS Banchero 15' Pullup Jump Shot,Missed Shot,Pullup Jump shot,360.0,v,False,ORL,2
5,11,1610612748,0,0,Rozier REBOUND (Off:0 Def:1),Rebound,Unknown,390.0,h,True,MIA,3
6,12,1610612748,0,0,MISS Butler 5' Jump Shot,Missed Shot,Jump Shot,570.0,h,False,MIA,3
7,12,1610612753,0,0,Caldwell-Pope BLOCK (1 BLK),,,570.0,v,False,MIA,3
8,14,1610612748,0,0,Butler REBOUND (Off:1 Def:0),Rebound,Unknown,600.0,h,False,MIA,3
9,15,1610612748,0,0,MISS Butler 5' Jump Shot,Missed Shot,Jump Shot,610.0,h,False,MIA,3
10,16,1610612748,0,0,Adebayo REBOUND (Off:1 Def:0),Rebound,Unknown,610.0,h,False,MIA,3
11,17,1610612753,0,0,Suggs S.FOUL (P1.T1) (J.Butler),Foul,Shooting,610.0,v,False,MIA,3
12,19,1610612748,0,0,MISS Adebayo Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,610.0,h,False,MIA,3
13,20,0,0,0,HEAT Rebound,Rebound,Normal Rebound,610.0,h,False,MIA,3
14,21,1610612748,1,0,Adebayo Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,610.0,h,False,MIA,3
15,23,1610612753,1,0,MISS F. Wagner 2' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,710.0,v,True,ORL,4
16,24,1610612748,1,0,Butler REBOUND (Off:1 Def:1),Rebound,Unknown,730.0,h,True,MIA,5
17,25,1610612748,1,0,MISS Butler 3PT Jump Shot,Missed Shot,Jump Shot,860.0,h,False,MIA,5
18,26,1610612753,1,0,Carter Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,900.0,v,True,ORL,6
19,27,1610612753,1,0,MISS Banchero 1' Running Layup,Missed Shot,Running Layup Shot,960.0,v,False,ORL,6
20,27,1610612748,1,0,Herro BLOCK (1 BLK),,,960.0,h,False,ORL,6
21,29,1610612753,1,0,Banchero REBOUND (Off:1 Def:1),Rebound,Unknown,960.0,v,False,ORL,6
22,30,1610612753,1,2,Banchero 2' Putback Layup (2 PTS),Made Shot,Putback Layup Shot,1010.0,v,False,ORL,6
23,31,1610612748,3,2,Rozier 1' Cutting Layup Shot (2 PTS) (Adebayo 1 AST),Made Shot,Cutting Layup Shot,1080.0,h,True,MIA,7
24,33,1610612753,3,4,Banchero 3' Layup (4 PTS) (Suggs 1 AST),Made Shot,Layup Shot,1330.0,v,True,ORL,8
25,35,1610612753,3,4,F. Wagner S.FOUL (P1.T2) (C.Washington),Foul,Shooting,1380.0,v,True,MIA,9
26,37,1610612748,3,4,MISS Adebayo Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1380.0,h,False,MIA,9
27,38,0,3,4,HEAT Rebound,Rebound,Normal Rebound,1380.0,h,False,MIA,9
28,39,1610612748,4,4,Adebayo Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1380.0,h,False,MIA,9
29,40,1610612753,4,6,F. Wagner 5' Driving Bank Hook Shot (2 PTS),Made Shot,Driving Bank Hook Shot,1580.0,v,True,ORL,10
30,41,1610612748,4,6,MISS Herro 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1720.0,h,True,MIA,11
31,42,1610612748,4,6,Jović REBOUND (Off:1 Def:0),Rebound,Unknown,1720.0,h,False,MIA,11
32,43,1610612748,6,6,Jović Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,1720.0,h,False,MIA,11
33,44,1610612753,6,6,Suggs Violation:Defensive Goaltending (C.Washington),Violation,Defensive Goaltending,1720.0,v,True,ORL,12
34,45,1610612748,6,6,Jović S.FOUL (P1.T1) (C.Washington),Foul,Shooting,1870.0,h,False,ORL,12
35,47,1610612753,6,7,Carter Jr. Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1870.0,v,False,ORL,12
36,48,1610612753,6,7,MISS Carter Jr. Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1870.0,v,False,ORL,12
37,49,1610612753,6,7,Banchero REBOUND (Off:2 Def:1),Rebound,Unknown,1900.0,v,False,ORL,12
38,50,1610612753,6,7,MISS Banchero 6' Putback Layup,Missed Shot,Putback Layup Shot,1920.0,v,False,ORL,12
39,51,1610612753,6,7,F. Wagner REBOUND (Off:1 Def:0),Rebound,Unknown,1930.0,v,False,ORL,12
40,52,1610612753,6,9,F. Wagner 14' Jump Shot (4 PTS),Made Shot,Jump Shot,1970.0,v,False,ORL,12
41,55,1610612753,6,9,Suggs P.FOUL (P2.T3) (C.Blair),Foul,Personal,2170.0,v,True,MIA,13
42,57,1610612748,6,9,MISS Rozier 8' Driving Layup,Missed Shot,Driving Layup Shot,2280.0,h,False,MIA,13
43,57,1610612753,6,9,Caldwell-Pope BLOCK (2 BLK),,,2280.0,v,False,MIA,13
44,59,1610612753,6,9,Banchero REBOUND (Off:2 Def:2),Rebound,Unknown,2320.0,v,True,ORL,14
45,60,1610612753,6,9,MISS Suggs 25' 3PT Jump Shot,Missed Shot,Jump Shot,2370.0,v,False,ORL,14
46,61,1610612748,6,9,Rozier REBOUND (Off:0 Def:2),Rebound,Unknown,2400.0,h,True,MIA,15
47,62,1610612748,6,9,Rozier Bad Pass Turnover (P1.T1),Turnover,Bad Pass,2440.0,h,False,MIA,15
48,62,1610612753,6,9,Banchero STEAL (1 STL),,,2440.0,v,True,ORL,16
49,64,1610612753,6,9,MISS F. Wagner 2' Running Finger Roll Layup,Missed Shot,Running Finger Roll Layup Shot,2500.0,v,False,ORL,16
50,65,1610612748,6,9,Adebayo REBOUND (Off:1 Def:1),Rebound,Unknown,2520.0,h,True,MIA,17
51,66,1610612753,6,9,F. Wagner S.FOUL (P2.T4) (C.Washington),Foul,Shooting,2570.0,v,False,MIA,17
52,68,1610612748,6,9,MISS Butler Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,2570.0,h,False,MIA,17
53,69,0,6,9,HEAT Rebound,Rebound,Normal Rebound,2570.0,h,False,MIA,17
