,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
0,2,0,0,0,Start of 1st Period (7:45 PM EST),period,start,0.0,,False,,0
1,4,1610612761,0,0,Jump Ball Pöltl vs. Allen: Tip to Garland,Jump Ball,,0.0,h,True,CLE,1
2,7,1610612739,0,0,MISS Mobley 9' Driving Layup,Missed Shot,Driving Layup Shot,160.0,v,False,CLE,1
3,8,1610612739,0,0,Mobley REBOUND (Off:1 Def:0),Rebound,Unknown,210.0,v,False,CLE,1
4,9,1610612739,0,0,MISS Mobley Putback Layup,Missed Shot,Putback Layup Shot,210.0,v,False,CLE,1
5,10,1610612739,0,0,Mobley REBOUND (Off:2 Def:0),Rebound,Unknown,220.0,v,False,CLE,1
6,11,1610612739,0,2,Mobley Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,220.0,v,False,CLE,1
7,12,1610612761,0,2,MISS Dick 31' 3PT Jump Shot,Missed Shot,Jump Shot,310.0,h,True,TOR,2
8,13,1610612739,0,2,Wade REBOUND (Off:0 Def:1),Rebound,Unknown,380.0,v,True,CLE,3
9,14,1610612739,0,2,MISS Wade 26' 3PT Jump Shot,Missed Shot,Jump Shot,500.0,v,False,CLE,3
10,15,1610612761,0,2,Barnes REBOUND (Off:0 Def:1),Rebound,Unknown,530.0,h,True,TOR,4
11,16,1610612761,3,2,Quickley 26' 3PT Step Back Jump Shot (3 PTS),Made Shot,Step Back Jump shot,640.0,h,False,TOR,4
12,17,1610612761,3,2,Agbaji P.FOUL (P1.T1) (S.Wright),Foul,Personal,850.0,h,True,CLE,5
13,19,1610612739,3,2,MISS Garland 28' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,920.0,v,False,CLE,5
14,20,1610612761,3,2,Pöltl REBOUND (Off:0 Def:1),Rebound,Unknown,950.0,h,True,TOR,6
15,21,1610612761,5,2,Dick 11' Pullup Jump Shot (2 PTS) (Barnes 1 AST),Made Shot,Pullup Jump shot,1010.0,h,False,TOR,6
16,23,1610612739,5,2,MISS Garland 20' Jump Shot,Missed Shot,Jump Shot,1150.0,v,True,CLE,7
