,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
0,2,0,0,0,Start of 1st Period (10:18 PM EST),period,start,0.0,,False,,0
1,4,1610612746,0,0,Jump Ball Zubac vs. Nurkić: Tip to Harden,Jump Ball,,0.0,h,True,LAC,1
2,7,1610612746,2,0,Powell 11' Pullup Jump Shot (2 PTS) (Zubac 1 AST),Made Shot,Pullup Jump shot,170.0,h,False,LAC,1
3,9,1610612746,2,0,Harden P.FOUL (P1.T1) (S.Twardoski),Foul,Personal,370.0,h,True,PHX,2
4,11,1610612756,2,2,Beal 2' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,440.0,v,False,PHX,2
5,12,1610612756,2,2,Nurkić S.FOUL (P1.T1) (S.Twardoski),Foul,Shooting,640.0,v,True,LAC,3
6,14,1610612746,3,2,Zubac Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,640.0,h,False,LAC,3
7,15,1610612746,3,2,MISS Zubac Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,640.0,h,False,LAC,3
8,16,1610612746,3,2,Jones Jr. REBOUND (Off:1 Def:0),Rebound,Unknown,670.0,h,False,LAC,3
9,17,1610612746,3,2,MISS Harden 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,700.0,h,False,LAC,3
10,18,1610612746,3,2,Mann REBOUND (Off:1 Def:0),Rebound,Unknown,730.0,h,False,LAC,3
11,19,1610612746,3,2,MISS Mann 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,790.0,h,False,LAC,3
12,20,1610612756,3,2,Nurkić REBOUND (Off:0 Def:1),Rebound,Unknown,820.0,v,True,PHX,4
13,21,1610612746,3,2,Jones Jr. P.FOUL (P1.T2) (N.Buchert),Foul,Personal,820.0,h,False,PHX,4
14,23,1610612756,3,2,MISS Jones 25' 3PT Jump Shot,Missed Shot,Jump Shot,1030.0,v,False,PHX,4
15,23,1610612746,3,2,Powell BLOCK (1 BLK),,,1030.0,h,False,PHX,4
16,25,1610612746,3,2,Zubac REBOUND (Off:0 Def:1),Rebound,Unknown,1050.0,h,True,LAC,5
17,26,1610612746,3,2,Harden Out of Bounds - Bad Pass Turnover Turnover (P1.T1),Turnover,Out of Bounds - Bad Pass Turnover,1110.0,h,False,LAC,5
18,27,1610612746,3,2,Zubac S.FOUL (P1.T3) (S.Twardoski),Foul,Shooting,1250.0,h,True,PHX,6
19,29,1610612756,3,2,MISS Nurkić Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1250.0,v,False,PHX,6
20,30,0,3,2,Suns Rebound,Rebound,Normal Rebound,1250.0,v,False,PHX,6
21,31,1610612756,3,3,Nurkić Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,1250.0,v,False,PHX,6
22,32,1610612746,5,3,Harden 2' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1360.0,h,True,LAC,7
23,33,1610612746,5,3,Zubac S.FOUL (P2.T4) (J.Goble),Foul,Shooting,1550.0,h,True,PHX,8
24,35,1610612756,5,3,MISS Nurkić Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1550.0,v,False,PHX,8
25,36,0,5,3,Suns Rebound,Rebound,Normal Rebound,1550.0,v,False,PHX,8
26,37,1610612746,5,3,SUB: Jones FOR Zubac,Substitution,,1550.0,h,False,PHX,8
27,39,1610612756,5,4,Nurkić Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1550.0,v,False,PHX,8
28,40,1610612746,5,4,MISS Harden 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1660.0,h,True,LAC,9
29,41,1610612746,5,4,Jones Jr. REBOUND (Off:2 Def:0),Rebound,Unknown,1700.0,h,False,LAC,9
30,42,1610612746,7,4,Mann 1' Driving Layup (2 PTS) (Jones Jr. 1 AST),Made Shot,Driving Layup Shot,1730.0,h,False,LAC,9
31,44,1610612756,7,7,Durant 26' 3PT Pullup Jump Shot (3 PTS) (Jones 1 AST),Made Shot,Pullup Jump shot,1820.0,v,True,PHX,10
32,46,1610612756,7,7,Nurkić S.FOUL (P2.T2) (J.Goble),Foul,Shooting,1930.0,v,True,LAC,11
33,48,1610612746,8,7,Powell Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,1930.0,h,False,LAC,11
34,49,1610612756,8,7,SUB: Plumlee FOR Nurkić,Substitution,,1930.0,v,False,LAC,11
35,51,1610612746,9,7,Powell Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1930.0,h,False,LAC,11
36,52,1610612756,9,7,Durant Step Out of Bounds Turnover (P1.T1),Turnover,Step Out of Bounds Turnover,2100.0,v,True,PHX,12
37,53,1610612746,9,7,MISS Powell 24' 3PT Jump Shot,Missed Shot,Jump Shot,2260.0,h,True,LAC,13
38,54,1610612756,9,7,Booker REBOUND (Off:0 Def:1),Rebound,Unknown,2300.0,v,True,PHX,14
39,55,1610612756,9,10,Beal 24' 3PT Jump Shot (5 PTS) (Booker 1 AST),Made Shot,Jump Shot,2450.0,v,False,PHX,14
40,57,1610612746,11,10,Jones 1' Cutting Dunk Shot (2 PTS) (Powell 1 AST),Made Shot,Cutting Dunk Shot,2550.0,h,True,LAC,15
41,59,1610612756,11,10,Plumlee OFF.Foul (P1) (S.Twardoski),Foul,Offensive,2650.0,v,True,PHX,16
42,61,1610612756,11,10,Plumlee Offensive Foul Turnover (P1.T2),Turnover,Offensive Foul Turnover,2650.0,v,False,PHX,16
43,62,1610612756,11,10,SUB: O'Neale FOR Beal,Substitution,,2650.0,v,True,LAC,17
44,64,1610612746,11,10,MISS Jones 2' Cutting Dunk Shot,Missed Shot,Cutting Dunk Shot,2730.0,h,False,LAC,17
45,64,1610612756,11,10,Plumlee BLOCK (1 BLK),,,2730.0,v,False,LAC,17
46,66,1610612756,11,10,O'Neale REBOUND (Off:0 Def:1),Rebound,Unknown,2760.0,v,True,PHX,18
47,67,1610612756,11,10,MISS Booker 3' Running Layup,Missed Shot,Running Layup Shot,2820.0,v,False,PHX,18
48,69,1610612746,11,10,Jones Jr. REBOUND (Off:2 Def:1),Rebound,Unknown,2840.0,h,True,LAC,19
49,70,1610612746,11,10,Jones Jr. Lost Ball Turnover (P1.T2),Turnover,Lost Ball,2850.0,h,False,LAC,19
50,70,1610612756,11,10,Durant STEAL (1 STL),,,2850.0,v,True,PHX,20
51,72,1610612756,11,12,Plumlee 1' Layup (2 PTS),Made Shot,Layup Shot,2860.0,v,False,PHX,20
52,73,1610612746,14,12,Powell 25' 3PT Pullup Jump Shot (7 PTS) (Harden 1 AST),Made Shot,Pullup Jump shot,3000.0,h,True,LAC,21
53,75,1610612756,14,15,Jones 28' 3PT Jump Shot (3 PTS) (Plumlee 1 AST),Made Shot,Jump Shot,3160.0,v,True,PHX,22
54,77,1610612746,14,15,MISS Jones 2' Hook Shot,Missed Shot,Hook Shot,3440.0,h,True,LAC,23
55,78,1610612746,14,15,Harden REBOUND (Off:1 Def:0),Rebound,Unknown,3440.0,h,False,LAC,23
56,79,1610612746,16,15,Jones Dunk (4 PTS) (Harden 2 AST),Made Shot,Dunk Shot,3510.0,h,False,LAC,23
57,81,1610612746,16,15,Jones P.FOUL (P1.PN) (S.Twardoski),Foul,Personal,3680.0,h,True,PHX,24
58,83,0,16,15,CLIPPERS Timeout: Regular (Full 1 Short 0),Timeout,Regular,3680.0,h,False,PHX,24
59,84,1610612756,16,16,Plumlee Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,3680.0,v,False,PHX,24
60,85,1610612756,16,16,MISS Plumlee Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,3680.0,v,False,PHX,24
61,86,1610612746,16,16,Harden REBOUND (Off:1 Def:1),Rebound,Unknown,3700.0,h,True,LAC,25
62,87,1610612746,18,16,Jones Jr. 1' Alley Oop Dunk (2 PTS) (Harden 3 AST),Made Shot,Alley Oop Dunk Shot,3860.0,h,False,LAC,25
63,89,1610612746,18,16,Jones Jr. P.FOUL (P2.PN) (S.Twardoski),Foul,Personal,4000.0,h,True,PHX,26
64,91,1610612756,18,17,Durant Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,4000.0,v,False,PHX,26
65,92,1610612746,18,17,SUB: Batum FOR Jones Jr.,Substitution,,4000.0,h,False,PHX,26
66,93,1610612756,18,17,SUB: Morris FOR Jones,Substitution,,4000.0,v,False,PHX,26
67,96,1610612756,18,18,Durant Free Throw 2 of 2 (5 PTS),Free Throw,Free Throw 2 of 2,4000.0,v,False,PHX,26
68,97,1610612746,18,18,MISS Powell 8' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,4180.0,h,True,LAC,27
69,98,1610612746,18,18,Jones REBOUND (Off:1 Def:0),Rebound,Unknown,4190.0,h,False,LAC,27
70,99,1610612746,18,18,MISS Powell 24' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,4240.0,h,False,LAC,27
71,100,1610612756,18,18,Plumlee REBOUND (Off:0 Def:1),Rebound,Unknown,4270.0,v,True,PHX,28
72,101,1610612756,18,18,MISS Morris 3PT Jump Shot,Missed Shot,Jump Shot,4360.0,v,False,PHX,28
73,102,1610612746,18,18,Jones REBOUND (Off:1 Def:1),Rebound,Unknown,4380.0,h,True,LAC,29
74,103,1610612746,20,18,Mann 14' Pullup Jump Shot (4 PTS),Made Shot,Pullup Jump shot,4630.0,h,False,LAC,29
75,104,1610612756,20,18,MISS Booker 27' 3PT Jump Shot,Missed Shot,Jump Shot,4800.0,v,True,PHX,30
76,105,1610612746,20,18,Mann REBOUND (Off:1 Def:1),Rebound,Unknown,4820.0,h,True,LAC,31
77,106,1610612756,20,18,Booker P.FOUL (P1.T3) (N.Buchert),Foul,Personal,4890.0,v,False,LAC,31
78,108,1610612746,20,18,SUB: Porter Jr. FOR Powell,Substitution,,4890.0,h,False,LAC,31
79,109,1610612756,20,18,SUB: Dunn FOR Durant,Substitution,,4890.0,v,False,LAC,31
80,112,1610612746,20,18,MISS Harden 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,4950.0,h,False,LAC,31
81,113,1610612756,20,18,Booker REBOUND (Off:0 Def:2),Rebound,Unknown,4970.0,v,True,PHX,32
82,114,1610612756,20,18,MISS Dunn 15' Pullup Jump Shot,Missed Shot,Pullup Jump shot,5120.0,v,False,PHX,32
83,115,1610612746,20,18,Harden REBOUND (Off:1 Def:2),Rebound,Unknown,5130.0,h,True,LAC,33
84,117,1610612746,20,18,SUB: Dunn FOR Harden,Substitution,,5200.0,h,False,LAC,33
85,119,1610612756,20,18,SUB: Ighodaro FOR Booker,Substitution,,5200.0,v,False,LAC,33
86,121,1610612746,20,18,Mann Out of Bounds - Bad Pass Turnover Turnover (P1.T3),Turnover,Out of Bounds - Bad Pass Turnover,5290.0,h,False,LAC,33
87,122,0,20,18,Suns Timeout: Regular (Reg.1 Short 0),Timeout,Regular,5370.0,v,True,PHX,34
88,123,1610612746,20,18,SUB: Coffey FOR Mann,Substitution,,5370.0,h,False,PHX,34
89,124,1610612756,20,18,SUB: Beal FOR Plumlee,Substitution,,5370.0,v,False,PHX,34
90,127,1610612756,20,18,MISS Beal 3' Driving Layup,Missed Shot,Driving Layup Shot,5450.0,v,False,PHX,34
91,128,1610612746,20,18,Coffey REBOUND (Off:0 Def:1),Rebound,Unknown,5470.0,h,True,LAC,35
92,129,1610612756,20,18,Dunn S.FOUL (P1.T4) (N.Buchert),Foul,Shooting,5670.0,v,False,LAC,35
93,131,1610612746,21,18,Batum Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,5670.0,h,False,LAC,35
94,132,1610612756,21,18,SUB: Allen FOR O'Neale,Substitution,,5670.0,v,False,LAC,35
95,134,1610612746,22,18,Batum Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,5670.0,h,False,LAC,35
96,135,1610612756,22,18,MISS Morris 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,5910.0,v,True,PHX,36
97,136,1610612756,22,18,Ighodaro REBOUND (Off:1 Def:0),Rebound,Unknown,5950.0,v,False,PHX,36
98,137,1610612756,22,21,Allen 24' 3PT Jump Shot (3 PTS) (Dunn 1 AST),Made Shot,Jump Shot,5990.0,v,False,PHX,36
99,139,1610612746,22,21,Porter Jr. Bad Pass Turnover (P1.T4),Turnover,Bad Pass,6180.0,h,True,LAC,37
100,139,1610612756,22,21,Morris STEAL (1 STL),,,6180.0,v,True,PHX,38
101,141,1610612756,22,21,MISS Allen 29' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,6330.0,v,False,PHX,38
102,142,1610612746,22,21,Porter Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,6350.0,h,True,LAC,39
103,143,1610612746,22,21,MISS Porter Jr. 11' Step Back Jump Shot,Missed Shot,Step Back Jump shot,6400.0,h,False,LAC,39
104,144,1610612756,22,21,Ighodaro REBOUND (Off:1 Def:1),Rebound,Unknown,6430.0,v,True,PHX,40
105,145,1610612756,22,21,MISS Allen 24' 3PT Jump Shot,Missed Shot,Jump Shot,6550.0,v,False,PHX,40
106,146,1610612746,22,21,Dunn REBOUND (Off:0 Def:1),Rebound,Unknown,6580.0,h,True,LAC,41
107,147,1610612746,22,21,MISS Dunn 3' Floating Jump Shot,Missed Shot,Floating Jump shot,6646.0,h,False,LAC,41
108,148,1610612756,22,21,Ighodaro REBOUND (Off:1 Def:2),Rebound,Unknown,6673.0,v,True,PHX,42
109,149,1610612756,22,21,MISS Dunn 27' 3PT Jump Shot,Missed Shot,Jump Shot,6754.0,v,False,PHX,42
110,150,1610612746,22,21,Jones REBOUND (Off:1 Def:2),Rebound,Unknown,6772.0,h,True,LAC,43
111,151,1610612746,22,21,MISS Porter Jr. 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,6870.0,h,False,LAC,43
112,152,1610612756,22,21,Ighodaro REBOUND (Off:1 Def:3),Rebound,Unknown,6891.0,v,True,PHX,44
113,153,1610612756,22,23,Morris 4' Driving Hook Shot (2 PTS),Made Shot,Driving Hook Shot,7125.0,v,False,PHX,44
114,154,1610612746,22,23,MISS Porter Jr. 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,7200.0,h,True,LAC,45
115,155,0,22,23,CLIPPERS Rebound,Rebound,Unknown,7200.0,h,False,LAC,45
116,156,0,22,23,End of 1st Period (10:45 PM EST),period,end,7200.0,,False,LAC,45
117,163,0,22,23,Start of 2nd Period (10:49 PM EST),period,start,7200.0,,True,PHX,46
118,164,1610612756,22,23,MISS Allen 26' 3PT Jump Shot,Missed Shot,Jump Shot,7350.0,v,False,PHX,46
119,165,1610612746,22,23,Zubac REBOUND (Off:0 Def:2),Rebound,Unknown,7370.0,h,True,LAC,47
120,166,1610612746,22,23,MISS Porter Jr. 25' 3PT Jump Shot,Missed Shot,Jump Shot,7460.0,h,False,LAC,47
121,167,1610612756,22,23,Nurkić REBOUND (Off:0 Def:2),Rebound,Unknown,7490.0,v,True,PHX,48
122,168,1610612756,22,23,Allen Bad Pass Turnover (P1.T3),Turnover,Bad Pass,7590.0,v,False,PHX,48
